,dataset_name,subset_name,prompt_id,template_name,dataset_key,input,output
0,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Nikmati cicilan 0% hingga 12 bulan untuk pemesanan tiket pesawat air asia dengan kartu kredit bni!
Tentukan sentiment dari kalimat diatas.",neutral
1,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Kue-kue yang disajikan bikin saya bernostalgia. Semuanya tipikal kue zaman dulu, baik dari penampilan maupun rasa. Kuenya enak dan harganya juga murah.
Tentukan sentiment dari kalimat diatas.",positive
2,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Ibu pernah bekerja di grab indonesia
Tentukan sentiment dari kalimat diatas.",neutral
3,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Paling suka banget makan siang di sini ayam sama sambalnya enak banget harganya luar biasa hemat, rasa ayamnya meresap sampai ketulangnya, es lidah buayanya juga segar bikin adem perut setelah makan sambal yang pedas, pelayannya sigap dan ramah, yang aku suka di tempat kasir ada tulisan 10% disumbangkan untuk beramal, buat makan jadi lebih enak ke perut
Tentukan sentiment dari kalimat diatas.",positive
4,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Pelayanan bus DAMRI sangat baik
Tentukan sentiment dari kalimat diatas.",positive
5,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Mau bikin postingan yang isinya mengedukasi customers gojek.
Tentukan sentiment dari kalimat diatas.",neutral
6,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Ratusan rumah di medan terendam banjir
Tentukan sentiment dari kalimat diatas.",neutral
7,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Barangnya lumayan, cuma yang saya heran xiaomi redmi note 2 ini tombol onnya memang agak rusak? Terus baterai memang cepat low bat juragan?
Tentukan sentiment dari kalimat diatas.",negative
8,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Sulit sekali mempercayai orang yang sudah pernah berkhianat
Tentukan sentiment dari kalimat diatas.",negative
9,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Lokasi di gombel dengan pemandangan semarang, datanglah malam karena lampu kota akan terlihat, makanan enak steak dan teh hangat menu wajib di sini, ambil spot di luar karena udara dingin dan sejuk
Tentukan sentiment dari kalimat diatas.",positive
10,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Waktu itu ke sini pesan nasi goreng dan kentang goreng, nasi gorengnya semua suka. Kentang gorengnya enak banget, dan presentasinya bagus. Keluarga bilang kopinya enak. Hal yang sangat baik di sini adalah tempatnya luas dan yang di luar bisa lihat pemandangan dusun bambu, tapi pelayanannya tidak cepat sehingga saya harus bertanya beberapa kali tentang pesanan saya. Harganya cukup mahal, namun karena makanannya enak semua jadi terbayarkan. Tidak perlu pikir dua kali jika mau ke tempat ini lagi.
Tentukan sentiment dari kalimat diatas.",positive
11,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Nasi goreng thailand di harga 35 ribu, polos, hanya ada suir ayam sedikit. Seafoodnya tidak ada.
Tentukan sentiment dari kalimat diatas.",negative
12,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Seperti yang kita tahu, brownies yang asli dari amerika adalah kue bantat yang memang berwarna cokelat. Toko amanda mengkreasikan brownies dengan memasaknya secara mengukus. Brownies kukus ini sama sekali nggak banget. Teksturnya malah sama dengan bolu biasa. Jadi menurut saya, ini bukan brownies.
Tentukan sentiment dari kalimat diatas.",negative
13,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Jika datang ke restoran ini sangat cocok pada sore dan malam hari, membawa pasangan untuk menikmati makan malam yang romantis dan pemandangan yang sangat menakjubkan
Tentukan sentiment dari kalimat diatas.",positive
14,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Pengalaman pertama cukup mengesankan karena cukup kaget ternyata setelah selesai memesan makanan, salah satu staf memberikan daun pisang ke meja saya bukan piring atau sendok, jadi jika makan di sini bersiaplah untuk makan menggunakan tangan karena kita akan merasakan sensasi yang unik ditambah alas makannya daun pisang.
Tentukan sentiment dari kalimat diatas.",positive
15,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Salah satu area kuliner yang cukup menggugah selera. Namun jadi bingung juga milihnya. Akhirnya ku coba kerak telur dan mie kocok sembari mendengarkan pertunjukan musik dengan lagu-lagu nostalgia barat. Cukup direkomendasikan.
Tentukan sentiment dari kalimat diatas.",positive
16,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Untuk memastikannya ibu bisa datang ke kantor cab bank mandiri tersebut pada hari dan jam kerja untuk penukaran uang.
Tentukan sentiment dari kalimat diatas.",neutral
17,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Naik kereta jayabaya malang - jakarta berhenti di gubeng, tiket 35 ribu plus asuransi 6 ribu via traveloka
Tentukan sentiment dari kalimat diatas.",neutral
18,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Dpr memberi apresiasi atas keikutsertaan perempuan pada pilkada 2018.
Tentukan sentiment dari kalimat diatas.",neutral
19,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Saya datang untuk makan malam bersama keluarga. Ini pertama kali saya ke sini. Kondisi tidak terlalu ramai. Untuk interior, agak kotor menurut saya. Adanya remah-remah bekas makanan di lantai dan meja, sepertinya tidak dibersihkan secara sempurna. Untuk rasa makanan, standar, tidak terlalu istimewa.
Tentukan sentiment dari kalimat diatas.",negative
20,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Tolong bilang ke anggota dewan jangan lupa revisi perppu ormas dan ingatkan janjinya kalau perppu tidak direvisi, berbagai elemen masyarakat akan mengeluarkan sikap.
Tentukan sentiment dari kalimat diatas.",neutral
21,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Keripik singkong itu makanan ringan terenak dan tepat buat menemani waktu tugas
Tentukan sentiment dari kalimat diatas.",positive
22,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Batagor dan siomay kingsley ini tidak mempunyai cabang di tempat lain. Makanannya enak, terutama batator dan siomay serta basonya dan tidak pakai pengawet. Dan jika ingin buat oleh-oleh ada paket yang bisa dibawa pulang. Dipertahankan lagi kualitasnya.
Tentukan sentiment dari kalimat diatas.",positive
23,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Jangan pernah pesan melalui layanan ini ya teman-teman. Mengecewakan! Villa -nya kotor, semua peralatannya tidak layak pakai
Tentukan sentiment dari kalimat diatas.",negative
24,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Pendaftaran mulai esok, kementerian kominfo buka beasiswa pelatihan digital untuk 1.000 orang
Tentukan sentiment dari kalimat diatas.",neutral
25,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Sebagai netijen yang baru april lalu piknik ke toba, hanya mau bilang bahwa benar banyak hal yang mengecewakan dari sistem pariwisata di sana. Parapat -nya kotor, susah cari akomodasi yang benar-benar bagus, agen transportasi tidak profesional, pokoknya tidak direkomendasikan pergi ke parapat.
Tentukan sentiment dari kalimat diatas.",negative
26,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Kotor banget dan tidak di hiraukan oleh pelayan restoran. Mengecewakan sekali pelayanannya!
Tentukan sentiment dari kalimat diatas.",negative
27,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Tempatnya menurut saya biasa saja, kurang bersih. Makanannya pun biasa saja.
Tentukan sentiment dari kalimat diatas.",negative
28,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Untuk usaha yang dikeluarkan ke tempat ini hasilnya biasa-biasa saja. Yang mengecewakan adalah kualitas makanannya. Makanan hanya sekedar masak saja. Untuk kelas kuliner bandung yang enak-enak, ini mengecewakan. Ada karcis masuk per orang 10.000 dan mobil 15.000.
Tentukan sentiment dari kalimat diatas.",negative
29,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Saya sekeluarga sedang cari tempat makan habis nonton. Kami bosan makan di resto / kafe di mal. Tiba-tiba terlihat resto di kanan jalan. Sudah lama kami tidak makan kari. Mampirlah kami ke resto yang tergolong kecil hanya 9 meja. Ternyata enak tempat dan makanannya.
Tentukan sentiment dari kalimat diatas.",positive
30,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Kopi starbucks kenapa bisa enak banget sih
Tentukan sentiment dari kalimat diatas.",positive
31,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Katanya di sana akan dibangun transmart, di sebelah bangunan itu.
Tentukan sentiment dari kalimat diatas.",neutral
32,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Sungguh pengalaman unik, makan di tengah sawah di antara padi yang hampir menguning. Dengan pilihan menu yang variatif, penyajian yang menarik dan menggugah selera.
Tentukan sentiment dari kalimat diatas.",positive
33,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Makan bersama dengan para sistah beberapa waktu yang lalu, tempat nyaman, enak buat nongkrong, pelayanan bagus. Dah beberapa kali makan di sini.
Tentukan sentiment dari kalimat diatas.",positive
34,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Tempat oleh-olehnya lengkap dan cukup nyaman, mudah dijangkau, harganya terjangkau, serta pelayanannya ramah
Tentukan sentiment dari kalimat diatas.",positive
35,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Hai eviana, mohon maaf atas ketidaknyamanannya. Untuk kontak dari indosat dapat mengakses tautan ini: Silakan pengecekan ya. Terima kasih. Erf
Tentukan sentiment dari kalimat diatas.",neutral
36,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Menunya indomie sama roti bakar. Untuk tempat sama seperti cabang yang lainnya nyaman buat kumpul. 
Tentukan sentiment dari kalimat diatas.",positive
37,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Sambal dengan daun serawung, tomat, dan cabe rawit. Rasa sambal ini yang membuat kota di garut yang namanya cibiuk jadi terkenal. Sambal ini bisa dinikmati dengan gurame goreng ataupun dengan ayam goreng. Rasanya sangat enak. Selain di lengkokng cibiuk juga memiliki banyak cabang
Tentukan sentiment dari kalimat diatas.",positive
38,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Saya sudah konfirmasi ke pihak gramedia tapi dilempar-lempar tak ada kejelasan. Pihak gramed sampai spv di outlet tersebut saling lempar dan menyebut tidak ada promo. Kecewa dilempar-lempar begitu
Tentukan sentiment dari kalimat diatas.",negative
39,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Selamat siang, jika ada hal lain yang bapak akan tanyakan dapat mention kami kembali. Terima kasih zan
Tentukan sentiment dari kalimat diatas.",neutral
40,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Menurut kami tempat ini biasa saja tidak ada atraksi atau pemandangan yang menarik dengan harga tiket 10000 / orang, kalau pemandangan gunung ya memang sudah seharusnya karena berada di daerah tinggi. Untuk wisata kuliner juga tidak terlalu banyak pilihan seperti tempat yang satu lagi.
Tentukan sentiment dari kalimat diatas.",negative
41,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Saya sudah menjadi pelanggan madtari sejak tahun 2002, saat itu masih berupa warung tenda kecil yang sangat ramai malam hari. Beberapa tahun silam menempati bangunan yang permanen, sejak itu saya merasa kualitasnya agak menurun dibandingkan dengan saat di warung tenda. Yang jelas, harga naik cukup signifikan, dibandingkan warung serupa, mungkin lebih mahal.
Tentukan sentiment dari kalimat diatas.",negative
42,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Komentar pertama sudah pasti venue yang kece, pelayanan ramah sekali, dan untuk menu yang dipilih adalah ikan bakar dan sop buntutnya yang aku kasih nilai 4 tapi buat es buah itu aku kasih nilai 5 ya!
Tentukan sentiment dari kalimat diatas.",positive
43,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Di restoran ini makanan yang disediakan banyak sekali dan harga cukup terjangkau, suasana yang enak dan nyaman
Tentukan sentiment dari kalimat diatas.",positive
44,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Aku iri melihat kalian yang bisa menemukan kebahagiaan.
Tentukan sentiment dari kalimat diatas.",negative
45,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Habis beli pulsa mau daftar paket internet gagal terus dan suruh mengulang terus di 363 dan tetap tidak bisa
Tentukan sentiment dari kalimat diatas.",negative
46,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Tempatnya sangat bagus apa lagi malam hari dihias dengan lampu-lampu, sangat romantis. Cocok buat pasangan. Jauh dari keramaian. Udaranya sangat dingin. Kita dapat melihat keindahan kota dari atas.
Tentukan sentiment dari kalimat diatas.",positive
47,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Makanannya enak enak dan eye catching untuk di foto, suka. Tetapi minumannya juga enak dan tempatnya nyaman untuk kumpul kumpul dengan teman.
Tentukan sentiment dari kalimat diatas.",positive
48,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Ini kali kedua kunjungan saya. Semua makanan yang saya coba enak-enak, dan tempatnya masih semenawan dulu. Tidak pernah menyesal makan di sini.
Tentukan sentiment dari kalimat diatas.",positive
49,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Makanannya smoked chicken dan cheese sandwich, minumannya jus. Lumayan pas dan enak. Tempatnya memang enak buat yang ingin suasana hening santai jauh dari kebisingan.
Tentukan sentiment dari kalimat diatas.",positive
50,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Obat tanpa resep sebaiknya dihindari ibu menyusui
Tentukan sentiment dari kalimat diatas.",neutral
51,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Semakin banyak tahu, semakin cemburu.
Tentukan sentiment dari kalimat diatas.",neutral
52,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Karyawan malas untuk apa kasih cuti. Bisnis lagi jelek malah mau foya foya. Mikir dong!
Tentukan sentiment dari kalimat diatas.",negative
53,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Tempat yang berdampingan dengan air sungai dan rimbunnya pepohonan dan makanan yang lezat membuat betah dan cocok untuk beristirahat, berbagai jajanan juga tersedia di tempat ini, hawanya juga sejuk.
Tentukan sentiment dari kalimat diatas.",positive
54,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Tolong ya minimal, demi kemudahan nasabah agar di dalam stasiun tigaraksa diberikan mesin atm bni
Tentukan sentiment dari kalimat diatas.",neutral
55,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Kupat tahu gempol merupakan salah satu kupat tahu legendaris. Tempatnya tidak terlalu besar tetapi cukup mencolok dengan warna merahnya di pertigaan pasar gempol. Porsinya pas banget untuk menghilangkan lapar. Ciri khas dari kupat tahu ini adalah tahunya yang lembut dan kenyal serta kuah kacangnya pas di lidah, dipadu dengan lontong, tauge dan kerupuk merah. Enak sekali.
Tentukan sentiment dari kalimat diatas.",positive
56,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Wah sama seperti saya ini mas barusan, paket freedom l saya belum habis tapi sudah dibebankan tarif internet perlu sampai pulsa sekitar 40 ribu saya disedot perampok
Tentukan sentiment dari kalimat diatas.",negative
57,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Rumah makan ini memang tergolong murah bila dibandingkan dengan rumah makan sejenisnya. Namun makanan yang disediakan biasa saja tidak ada yang istimewa. Sebagian besar makanannya hanya ikan atau ayam dengan cara masak digoreng. Bisa dibilang menu makanannya tidak ada variasi sama sekali.
Tentukan sentiment dari kalimat diatas.",negative
58,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Kamar mandi jauh dari layak, untuk cuci tangan tidak disediakan sabun.
Tentukan sentiment dari kalimat diatas.",negative
59,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Suasananya cocok bagi semua orang, baik anda yang ingin menyendiri, bersama keluarga, maupun dengan teman-teman dekat bertukar cerita
Tentukan sentiment dari kalimat diatas.",positive
60,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Bakso favorit kami sekeluarga. Rasanya gurih dan super enak. Ditemani dengan es jeruk dan kerupuk putih. Super yummy deh. Harga sangat terjangkau. Lokasi masuk gang kecil tapi mudah ditemukan karena banyak orang yang tahu di lokasinya. 
Tentukan sentiment dari kalimat diatas.",positive
61,nusax_senti,nusax_senti_ind_nusantara_text,614e522d-3f7b-48b8-ba5d-09c5129fd64f,nusax_senti_ind_source_prompt,train,"Tidak enak makan di restoran, tidak bisa minta kuah opor ayam dikit seperti di warteg.
Tentukan sentiment dari kalimat diatas.",negative
